"gene","chr","n_exons","cds_start","cds_end","bp","mu_syn","mu_mis","mu_lof","n_syn","n_mis","n_lof","exp_syn","exp_mis","exp_lof","syn_z","mis_z","lof_z","pLI","pRec","pNull","ensembl_gene_id","entrezgene_id"
"PCDHB6","5",1,140529838,140532223,2385,1.91e-05,3.14e-05,9.35e-07,123,254,6,217.2335,356.689115,11.01723623,3.963614052,2.659474631,1.497331202,0.001726641,0.894344715,0.103928644,"ENSG00000113211",56130
"PCDHB7","5",1,140552416,140554798,2382,1.87e-05,3.12e-05,1.06e-06,186,374,19,211.836,354.4714533,12.41540774,1.100461453,-0.507334904,-1.851134886,1.3e-15,0.000818546,0.999181454,"ENSG00000113212",56129
"PCDHB8","5",1,140557615,140560021,2406,1.72e-05,2.91e-05,8.84e-07,140,295,11,194.8234,329.5956408,10.43158003,2.434976903,0.932065915,-0.174334762,4.8e-08,0.117922549,0.882077403,"ENSG00000120322",56128
"PCDHGA1","5",4,140710251,140890740,2796,1.76e-05,3.29e-05,1.15e-06,151,327,8,201.554225,374.9767803,14.74737865,2.20755128,1.211840707,1.740473291,0.000268174,0.931597313,0.068134513,"ENSG00000204956",56114
"PCDHGA10","5",4,140792742,140890740,2811,1.94e-05,3.56e-05,1.42e-06,148,293,11,221.746462,404.839848,17.73547434,3.070170322,2.718762315,1.584296572,5.44e-06,0.871007606,0.128986949,"ENSG00000253846",56106
"PCDHGA11","5",4,140800794,140890740,2808,1.86e-05,3.58e-05,1.51e-06,158,321,10,212.364276,407.7891171,18.73587611,2.312716671,2.102150371,1.999213426,4.55e-05,0.961432123,0.038522424,"ENSG00000253873",56105
"PCDHGA12","5",4,140810326,140890740,2799,2.3e-05,3.98e-05,1.38e-06,144,338,8,262.642998,452.6588826,17.27868656,4.538461773,2.635959245,2.211163427,0.000727679,0.980847696,0.018424625,"ENSG00000253159",26025
"PCDHGA2","5",4,140718538,140890740,2799,2e-05,3.64e-05,1.4e-06,165,351,12,228.746953,414.5019302,17.53774407,2.612952146,1.525597307,1.309892559,8.23e-07,0.737637807,0.26236137,"ENSG00000081853",56113
"PCDHGA3","5",4,140723600,140890740,2799,1.99e-05,3.61e-05,1.33e-06,159,312,8,227.419239,411.0921209,16.74469362,2.812638557,2.390484322,2.116877316,0.000592397,0.975010287,0.024397316,"ENSG00000254245",56112
"PCDHGA4","5",4,140734767,140890740,2796,1.66e-05,3.29e-05,1.06e-06,141,341,11,189.345279,374.9476413,13.68480167,2.178093597,0.857512133,0.718923447,5.96e-07,0.434067983,0.565931421,"ENSG00000262576",56111
"PCDHGA5","5",4,140743897,140890740,2796,1.94e-05,3.59e-05,1.28e-06,174,406,8,221.283344,408.9082142,16.14331571,1.970529859,0.070344127,2.007680508,0.000468775,0.966140625,0.0333906,"ENSG00000253485",56110
"PCDHGA6","5",4,140753650,140890740,2799,1.96e-05,3.61e-05,1.4e-06,165,360,12,223.761494,411.000259,17.5303808,2.435283873,1.230461757,1.308425736,8.2e-07,0.736871867,0.263127313,"ENSG00000253731",56109
"PCDHGA7","5",4,140762466,140890740,2799,1.72e-05,3.35e-05,1.09e-06,158,370,10,196.377523,381.0729016,13.9826563,1.697775518,0.277443005,1.055036861,5.28e-06,0.660312893,0.33968183,"ENSG00000253537",56108
"PCDHGA8","5",4,140772380,140890740,2799,1.96e-05,3.62e-05,1.34e-06,141,341,14,223.310473,412.3944729,16.85998651,3.414681203,1.719589622,0.689961837,9.45e-09,0.295195591,0.704804399,"ENSG00000253767",9708
"PCDHGA9","5",4,140782519,140890740,2799,1.47e-05,3.08e-05,1.46e-06,152,331,10,168.555496,350.5267831,18.20211441,0.790533506,0.510137199,1.904384406,3.68e-05,0.949301404,0.050661838,"ENSG00000261934",56107
"PCDHGB2","5",4,140739702,140890740,2796,1.93e-05,3.62e-05,1.27e-06,136,314,12,220.590425,412.2431999,16.03638223,3.530833451,2.366694539,0.998455819,3.54e-07,0.556630465,0.443369181,"ENSG00000253910",56103
"PCDHGB3","5",4,140749961,140890740,2790,1.8e-05,3.4e-05,1.34e-06,177,358,8,205.57793,386.5473172,16.87974981,1.235638926,0.71019922,2.140954366,0.000624135,0.976647234,0.022728632,"ENSG00000262209",56102
"PCDHGB4","5",4,140767451,140890740,2772,1.95e-05,3.62e-05,1.28e-06,123,290,7,222.391483,412.1212007,16.22978923,4.131803112,2.942354723,2.269473114,0.002561316,0.982431468,0.015007215,"ENSG00000253953",8641
"PCDHGB6","5",4,140787769,140890740,2793,1.86e-05,3.57e-05,1.59e-06,159,312,10,212.794606,406.3405341,19.63811646,2.286166719,2.289125214,2.154427925,6.47e-05,0.975849562,0.024085787,"ENSG00000253305",56100
"PCDHGB7","5",4,140797426,140890740,2790,1.92e-05,3.66e-05,1.72e-06,150,308,7,218.904195,415.9439496,21.13899212,2.887141866,2.588792247,3.04625319,0.016070626,0.982853946,0.001075428,"ENSG00000254122",56099
"PCDHGC5","5",4,140868807,140890740,2835,1.41e-05,3.24e-05,1.4e-06,123,306,10,161.692997,368.2559534,17.57578502,1.886410757,1.586802096,1.790028512,2.85e-05,0.930461785,0.069509711,"ENSG00000240764",56097
"PCED1A","20",7,2816107,2820558,1365,6.55e-06,1.64e-05,8.34e-07,67,146,5,77.100378,188.4446939,12.37834672,0.713113939,1.512334889,2.07738721,0.016026707,0.959127397,0.024845897,"ENSG00000132635",64773
"PCED1B","12",1,47628846,47630145,1299,8.02e-06,1.78e-05,5.55e-07,75,165,4,91.2559,202.1801961,6.70971874,1.054945427,1.278965624,1.036243126,0.008266127,0.792275925,0.199457947,"ENSG00000179715",91523
"PCGF6","10",10,105063661,105110823,1053,5.44e-06,1.17e-05,1.01e-06,33,96,8,49.19643792,109.208941,14.59363677,1.431535716,0.618235806,1.709751378,0.000251716,0.92618019,0.073568094,"ENSG00000156374",84108
"PCID2","13",14,113832511,113862948,1362,6.23e-06,1.35e-05,1.54e-06,74,105,16,73.82285995,153.801606,22.50862295,-0.012781171,1.924731261,1.358952724,6.37e-09,0.650895804,0.349104189,"ENSG00000126226",55795
"PCK1","20",9,56136467,56140860,1869,1.03e-05,2.1e-05,1.07e-06,132,264,13,119.971134,241.839256,15.84998414,-0.680827327,-0.697005902,0.709116727,3.93e-08,0.344653336,0.655346625,"ENSG00000124253",5105
"PCK2","14",10,24563614,24573173,1923,8.31e-06,2.33e-05,1.85e-06,88,298,25,94.0593681,255.7943751,23.86369548,0.387325318,-1.29074665,-0.230417562,2.19e-17,0.003759881,0.996240119,"ENSG00000100889",5106
"PCMTD1","8",5,52732910,52773711,1074,3.02e-06,8.88e-06,9.49e-07,37,109,10,36.1104699,102.1678829,12.77070746,-0.09176846,-0.330608066,0.768020624,2.56e-06,0.503470629,0.496526814,"ENSG00000168300",115294
"PCMTD2","20",5,62891318,62904953,1086,4.31e-06,1.15e-05,8.47e-07,46,85,5,50.886029,132.8399607,11.69681376,0.424625717,2.030220539,1.939653388,0.012329763,0.952106421,0.035563816,"ENSG00000203880",55251
"PCNT","21",47,47744142,47865240,10011,5.56e-05,0.000119276,8.3e-06,671,1437,76,611.8132774,1289.705425,107.8148658,-1.483420018,-2.006130933,3.035152145,4.18e-38,0.557429948,0.442570052,"ENSG00000160299",5116
"PCOLCE2","3",9,142537176,142607738,1248,5.71e-06,1.3e-05,1.22e-06,58,150,12,65.09096826,146.4686754,17.19522069,0.544872315,-0.142717972,1.241051661,6.88e-07,0.700523665,0.299475647,"ENSG00000163710",26577
"PCP2","19",4,7696574,7698343,411,2.71e-06,6.03e-06,6.15e-07,27,59,7,24.88681803,55.51639856,6.071772247,-0.262603933,-0.228683109,-0.373152669,1.28e-05,0.218680571,0.781306664,"ENSG00000174788",126006
"PCP4","21",3,41239427,41301036,189,5.88e-07,1.73e-06,2.49e-07,4,18,2,7.777294296,20.50899846,3.94794342,0.839684262,0.270984781,0.971137174,0.075103915,0.747204481,0.177691604,"ENSG00000183036",5121
"PCSK1","5",14,95728704,95768746,2262,9.95e-06,2.2e-05,2.21e-06,101,223,8,115.5973869,249.0980443,30.34897671,0.841687523,0.80879524,4.01860499,0.089639821,0.910344875,1.53e-05,"ENSG00000175426",5122
"PCSK4","19",15,1481757,1490345,2268,2e-05,3.75e-05,2.3e-06,171,311,21,171.1222434,318.8928888,24.69139466,0.005791186,0.216187517,0.735880641,6.59e-13,0.113546769,0.886453231,"ENSG00000115257",54760
"PCSK5","9",37,78506097,78973838,5583,2.7e-05,5.98e-05,4.92e-06,289,556,20,303.5347019,652.9837964,66.78823928,0.517191486,1.856369811,5.671218936,0.000207779,0.99979222,5.5e-10,"ENSG00000099139",5125
"PCSK6","15",23,101845462,102029873,2907,2.07e-05,3.94e-05,3.33e-06,151,289,10,151.9437,298.1222839,33.20316432,0.047461566,0.258418503,3.988845655,0.010469586,0.989513656,1.68e-05,"ENSG00000140479",5046
"PCSK9","1",12,55505510,55529257,2079,1.43e-05,2.88e-05,1.34e-06,111,258,16,136.8532015,276.9098003,16.91871625,1.370049665,0.555820087,0.221252095,1.03e-10,0.084803596,0.915196403,"ENSG00000169174",255738
"PCTP","17",6,53828464,53853461,645,3.6e-06,7.02e-06,7.9e-07,28,65,8,28.38888386,57.69289851,9.338534639,0.045247119,-0.470544097,0.433890348,1.63e-05,0.428209286,0.57177441,"ENSG00000141179",58488
"PCYOX1","2",6,70485296,70504524,1518,6.86e-06,1.57e-05,1.02e-06,67,196,16,76.95580476,175.2561038,13.85197147,0.703566033,-0.766426182,-0.571707573,6.73e-12,0.017538845,0.982461155,"ENSG00000116005",51449
"PCYOX1L","5",6,148737631,148748217,1485,9.22e-06,1.8e-05,9.2e-07,85,178,9,87.943035,181.2221677,12.1335227,0.194555465,0.117074756,0.891105426,1.27e-05,0.608667729,0.3913196,"ENSG00000145882",78991
"PCYT1A","3",8,195965558,195997402,1104,5.19e-06,1.2e-05,1.24e-06,62,112,5,62.141039,138.9594308,17.39775267,0.011091811,1.118620325,2.944327314,0.098300076,0.90012567,0.001574255,"ENSG00000161217",5130
"PDAP1","7",6,98994304,99006171,546,2.56e-06,6.3e-06,7e-07,36,44,5,30.95273966,72.36147969,9.7370057,-0.562413296,1.630766211,1.503768128,0.005589378,0.898293655,0.096116967,"ENSG00000106244",11333
"PDC","1",3,186413110,186418591,741,2.01e-06,5.86e-06,4.83e-07,19,72,8,24.037814,67.596985,6.72412584,0.637006387,-0.261940392,-0.487393399,2.23e-06,0.155372187,0.844625587,"ENSG00000116703",5132
"PDCD1","2",5,242793209,242800990,867,5.43e-06,1.18e-05,7.29e-07,54,97,4,53.88004341,115.6560259,8.460299318,-0.010131458,0.848498215,1.519010582,0.017954048,0.894121848,0.087924104,"ENSG00000188389",5133
"PDCD1LG2","9",6,5522546,5569959,822,2.92e-06,6.85e-06,5.12e-07,40,100,6,35.32151352,79.42155732,8.156352584,-0.488017672,-1.12943098,0.747930908,0.000429826,0.649050166,0.350520008,"ENSG00000197646",80380
"PDCD2","6",6,170886646,170893669,1035,5.66e-06,1.11e-05,8.13e-07,47,95,7,52.30293787,104.9143816,10.1566445,0.454572463,0.473440438,0.981160925,0.000192309,0.714949567,0.284858124,"ENSG00000071994",5134
"PDCD2L","19",7,34895335,34917025,1077,6.15e-06,1.21e-05,8.63e-07,47,128,8,58.61352713,118.7194891,11.15313962,0.94040462,-0.416607243,0.935264208,4.99e-05,0.664889711,0.335060385,"ENSG00000126249",84306
"PDCD4","10",11,112635785,112657846,1410,4.78e-06,1.18e-05,1.07e-06,59,155,8,58.75903,138.8154043,16.67972234,-0.019488353,-0.671892273,2.105237673,0.000577684,0.974180272,0.025242045,"ENSG00000150593",27250
"PDCD5","19",6,33072167,33078206,378,1.79e-06,3.44e-06,4.04e-07,15,37,4,18.37646568,35.75643065,6.402617208,0.488293896,-0.101720764,0.940579507,0.007120942,0.765584495,0.227294563,"ENSG00000105185",9141
"PDCD7","15",5,65411054,65426119,1458,1.29e-05,2.55e-05,1.04e-06,37,85,4,92.17090882,184.746853,10.83661685,3.562563838,3.589444943,2.057235708,0.045374794,0.929122365,0.025502841,"ENSG00000090470",10081
"PDCL2","4",6,56422723,56458276,726,1.9e-06,5.66e-06,5.32e-07,16,55,3,18.25415081,51.02765821,6.434808021,0.327078104,-0.271994472,1.341295127,0.041360287,0.844538805,0.114100908,"ENSG00000163440",132954
"PDCL3","2",6,101179529,101192958,720,2.93e-06,7.31e-06,5.07e-07,31,90,6,35.59494981,85.00509931,7.998333211,0.477458961,-0.26498466,0.699935246,0.000392971,0.629523819,0.37008321,"ENSG00000115539",79031
"PDE11A","2",20,178494134,178937164,2802,1.14e-05,2.75e-05,2.6e-06,134,322,43,135.7745333,315.6906783,36.97996835,0.094409634,-0.173686782,-0.980630034,4.17e-31,4.13e-06,0.999995868,"ENSG00000128655",50940
"PDE12","3",3,57542106,57545731,1830,1.24e-05,2.4e-05,1.07e-06,74,155,5,141.225463,272.8448384,13.40183637,3.506928902,3.489546868,2.273430809,0.023572423,0.962043605,0.014383972,"ENSG00000174840",201626
"PDE1C","7",19,31792997,32338347,2310,1e-05,2.43e-05,2.3e-06,109,233,12,116.6764737,271.3248812,32.22145296,0.440576202,1.138027302,3.528820542,0.000270704,0.999595512,0.000133784,"ENSG00000154678",5137
"PDE3B","11",16,14665621,14891206,3339,1.65e-05,3.58e-05,2.62e-06,161,363,11,174.5527132,379.14619,34.75185877,0.635933969,0.405586457,3.991152452,0.00361647,0.996367665,1.59e-05,"ENSG00000152270",5140
"PDE4C","19",15,18321738,18344001,2139,1.31e-05,2.81e-05,1.71e-06,121,225,11,137.1380328,282.2678287,23.25368565,0.854319444,1.667233196,2.517158332,4.89e-05,0.992360867,0.007590275,"ENSG00000285188",5143
"PDE5A","4",21,120419755,120549826,2628,8.86e-06,2.24e-05,2.35e-06,101,218,11,107.5541875,258.6303675,34.57906198,0.391791896,1.235741859,3.972003493,0.003390906,0.996591682,1.74e-05,"ENSG00000138735",8654
"PDE6A","5",22,149240457,149324236,2583,1.12e-05,2.64e-05,2.3e-06,134,329,23,133.6775704,301.5677503,34.35029433,-0.017286823,-0.772653239,1.918366388,6.61e-12,0.830863454,0.169136546,"ENSG00000132915",5145
"PDE6B","4",22,619415,663896,2565,1.85e-05,3.48e-05,2.36e-06,203,393,25,204.9566892,377.031126,34.47070295,0.084731065,-0.402256323,1.597889872,1.63e-13,0.529057744,0.470942256,"ENSG00000133256",5158
"PDE6C","10",22,95372482,95425175,2577,9.53e-06,2.28e-05,2.55e-06,132,236,18,114.4069517,261.5089881,36.75083472,-1.019677971,0.771554496,3.063914872,7.42e-08,0.998807998,0.001191928,"ENSG00000095464",5146
"PDE6D","2",5,232597661,232645824,453,1.96e-06,4.83e-06,5.68e-07,19,23,3,23.5917896,55.16559154,8.26133707,0.586072071,2.118233514,1.813262338,0.084496093,0.871358036,0.044145871,"ENSG00000156973",5147
"PDE6G","17",3,79618103,79620335,264,1.31e-06,2.66e-06,2.69e-07,15,33,3,15.67473706,30.79601401,4.170157951,0.105653953,-0.194257968,0.567620326,0.014216424,0.677118686,0.30866489,"ENSG00000185527",5148
"PDE6H","12",3,15130946,15134410,252,7.61e-07,2.26e-06,1.64e-07,15,34,3,9.163445679,24.60554537,2.830631196,-1.195299081,-0.926341775,-0.099719807,0.006528713,0.513187596,0.480283691,"ENSG00000139053",5149
"PDE9A","21",20,44073924,44195403,1782,9.53e-06,2.12e-05,1.99e-06,102,204,10,107.9208636,231.0066592,28.77796934,0.353333172,0.869111887,3.467434383,0.002017364,0.997800725,0.000181912,"ENSG00000160191",5152
"PDF","16",2,69362924,69364473,732,7.71e-06,1.5e-05,4.43e-07,32,58,2,37.81033756,72.95677367,3.090784005,0.585795076,0.856488316,0.614602201,0.050315418,0.689768043,0.259916539,"ENSG00000258429",64146
"PDGFD","11",7,103780421,104034655,1113,4.65e-06,1.17e-05,1.26e-06,59,126,6,53.63903151,130.7461324,16.72046913,-0.453787362,0.203020051,2.597043725,0.015948336,0.978732927,0.005318738,"ENSG00000170962",80310
"PDGFRL","8",6,17434761,17500310,1128,5.93e-06,1.2e-05,7.27e-07,89,209,13,67.88007128,135.6787651,10.42598255,-1.589171543,-3.078860601,-0.789664631,4.17e-10,0.027778696,0.972221304,"ENSG00000104213",5157
"PDHA2","4",1,96761301,96762468,1167,5.34e-06,1.29e-05,6.66e-07,69,151,13,60.961,147.0334659,7.96357398,-0.638301024,-0.15999848,-1.767901705,4.52e-11,0.007557509,0.992442491,"ENSG00000163114",5161
"PDHX","11",11,34938202,35016719,1506,5.91e-06,1.52e-05,1.35e-06,63,204,8,68.32230365,168.1894918,18.94340222,0.399178891,-1.350602072,2.490652036,0.001370288,0.991015256,0.007614456,"ENSG00000110435",8050
"PDIA2","16",11,333169,337113,1578,1.13e-05,2.15e-05,1.01e-06,169,297,25,114.6801993,214.1311146,13.90908069,-3.144585173,-2.769926039,-2.9458323,2.53e-21,1.8e-05,0.999982002,"ENSG00000185615",64714
"PDIA4","7",10,148700885,148725500,1938,1.06e-05,2.05e-05,1.19e-06,114,245,6,113.4760664,220.1154509,16.51451722,-0.030489175,-0.820389479,2.562985054,0.014774297,0.979281642,0.005944061,"ENSG00000155660",9601
"PDIA5","3",17,122786011,122880807,1560,8.02e-06,1.61e-05,1.79e-06,94,204,14,91.10025365,179.2685972,26.11775846,-0.188343329,-0.903468631,2.348789169,1e-06,0.983714807,0.016284189,"ENSG00000065485",10954
"PDILT","16",11,20370640,20410622,1755,8e-06,1.74e-05,1.27e-06,109,232,11,95.280935,201.7319598,18.98269812,-0.871306913,-1.04234808,1.814932374,9.26e-06,0.929534924,0.070455812,"ENSG00000169340",204474
"PDK1","2",11,173420878,173460697,1311,6.92e-06,1.55e-05,1.24e-06,56,127,7,65.95811194,152.4991295,17.81064781,0.760137613,1.009968178,2.537473711,0.004656689,0.988879931,0.00646338,"ENSG00000152256",5163
"PDK4","7",11,95214952,95225605,1236,4.8e-06,1.21e-05,1.18e-06,57,146,11,54.49079889,133.2803644,17.33752438,-0.210728444,-0.538898334,1.507702939,4.55e-06,0.845039219,0.154956229,"ENSG00000004799",5166
"PDLIM1","10",7,96997681,97050672,990,4.45e-06,1.03e-05,8.7e-07,56,109,9,50.610357,113.246422,12.28098477,-0.469666429,0.195175466,0.927421845,1.38e-05,0.627357723,0.372628476,"ENSG00000107438",9124
"PDLIM2","8",10,22436292,22451423,1809,1.54e-05,3.15e-05,1.4e-06,72,142,4,59.13697709,126.0849483,11.08602456,-1.036961994,-0.693257092,2.108164139,0.049749311,0.927972251,0.022278438,"ENSG00000120913",64236
"PDLIM3","4",8,186423447,186456588,1095,6.27e-06,1.31e-05,7.45e-07,62,147,11,71.40119157,146.1243989,11.23315289,0.689730788,-0.03542916,0.06890959,9.37e-08,0.170539683,0.829460223,"ENSG00000154553",27295
"PDLIM5","4",16,95376439,95585218,1878,6.71e-06,1.67e-05,1.66e-06,58,169,7,66.04422339,157.031793,20.41042287,0.613643283,-0.467144773,2.940398298,0.012278281,0.986126064,0.001595655,"ENSG00000163110",10611
"PDP2","16",1,66918187,66919777,1590,6.63e-06,1.53e-05,8.05e-07,81,158,8,75.56589,174.0876242,9.5348994,-0.387538594,0.596380929,0.492392654,1.86e-05,0.45419908,0.545782308,"ENSG00000172840",57546
"PDPN","1",6,13910300,13942406,717,4.54e-06,8.97e-06,6.63e-07,55,112,6,51.95369136,100.4163829,9.765330224,-0.262008484,-0.565402491,1.193573647,0.000983708,0.813788362,0.18522793,"ENSG00000162493",10630
"PDPR","16",17,70154395,70190782,2640,1.19e-05,2.83e-05,2.53e-06,106,243,17,125.0537201,292.1829305,31.22827506,1.056283593,1.407353497,2.522132837,4.85e-08,0.989391133,0.010608819,"ENSG00000090857",128966601
"PDRG1","20",5,30533609,30539764,402,1.66e-06,4.09e-06,4.6e-07,17,38,5,17.38261474,41.58971738,6.400621807,0.056891618,0.272260106,0.548402564,0.001086939,0.608381418,0.390531643,"ENSG00000088356",81572
"PDSS2","6",8,107475822,107780489,1200,4.95e-06,1.19e-05,8.64e-07,54,118,9,58.88665847,137.2186862,12.85250341,0.394778177,0.802479265,1.064483523,1.9e-05,0.695884938,0.304096105,"ENSG00000164494",57107
"PDXDC1","16",23,15069056,15130132,2367,1.09e-05,2.38e-05,2.09e-06,128,247,16,122.0033678,258.4129421,30.97031256,-0.336564696,0.347260494,2.66469658,2.3e-07,0.99432992,0.00566985,"ENSG00000179889",23042
"PDXP","22",2,38054789,38061878,891,1.11e-05,1.99e-05,2.72e-07,45,61,2,77.50150493,141.8253386,2.767073289,2.288747417,3.31960883,0.456789655,0.042715349,0.660944545,0.296340106,"ENSG00000241360",57026
"PDYN","20",2,1960968,1963730,765,3.26e-06,8.1e-06,2.98e-07,39,118,5,37.749064,92.659312,4.21691328,-0.126221371,-1.287627895,-0.377748033,0.000256778,0.325251986,0.674491236,"ENSG00000101327",5173
"PDZK1","1",8,145747043,145763623,1560,5.12e-06,1.33e-05,1.03e-06,14,41,7,38.61191019,96.67913755,9.497829144,2.455466889,2.769762794,0.802860792,0.000134102,0.637855056,0.362010842,"ENSG00000174827",5174
"PDZK1IP1","1",4,47649642,47655604,345,2.14e-06,4.06e-06,3.77e-07,24,46,5,22.03970515,40.18343161,5.114635278,-0.258861098,-0.448807307,0.050211206,0.000484065,0.438280408,0.561235527,"ENSG00000162366",10158
"PDZRN4","12",10,41582257,41967692,3111,1.65e-05,3.84e-05,2.5e-06,133,330,8,148.0990494,354.6799591,29.6655142,0.769168579,0.640978128,3.940331264,0.070852773,0.929124681,2.25e-05,"ENSG00000165966",29951
"PEAR1","1",22,156873718,156884590,3114,1.67e-05,3.81e-05,2.99e-06,183,402,28,176.4723876,398.7840782,40.01105825,-0.304624336,-0.07876804,1.880965953,1.19e-14,0.685992154,0.314007846,"ENSG00000187800",375033
"PEBP4","8",6,22570882,22785227,684,3.23e-06,6.55e-06,7.12e-07,44,103,4,38.61892362,76.00930376,10.42441335,-0.536807839,-1.514248831,1.971048733,0.038898535,0.929274716,0.031826749,"ENSG00000134020",157310
"PECR","2",8,216903997,216946464,912,3.88e-06,8.78e-06,8.86e-07,48,119,7,46.13812169,100.7168212,13.22381851,-0.169930452,-0.89108212,1.695384501,0.000786066,0.927996691,0.071217243,"ENSG00000115425",55825
"PEG3","19",7,57325042,57336023,4767,1.86e-05,4.69e-05,2.71e-06,219,636,11,212.5899684,530.7608616,33.03782308,-0.272543649,-2.234313312,3.797979743,0.001908157,0.998051947,3.99e-05,"ENSG00000198300",5178
"PELI3","11",7,66235599,66243638,1410,9.64e-06,2.16e-05,1.03e-06,88,129,5,103.6975335,230.205324,13.80134988,0.955643259,3.262586684,2.346811458,0.027343382,0.961061841,0.011594777,"ENSG00000174516",246330
"PENK","8",2,57353830,57358512,804,4.24e-06,9.28e-06,5.51e-07,40,102,7,48.90469,106.0240405,7.07666683,0.789392639,0.191149153,0.02854847,2.76e-05,0.324368397,0.67560403,"ENSG00000181195",5179
"PEPD","19",15,33878249,34012666,1482,1.13e-05,2.3e-05,1.25e-06,102,223,6,104.8944475,207.66147,16.46543072,0.175199099,-0.520620718,2.554819743,0.014507135,0.979389367,0.006103498,"ENSG00000124299",5184
"PER3","1",21,7844937,7902815,3606,1.82e-05,3.8e-05,2.71e-06,227,478,22,211.4438772,431.4127198,38.83057385,-0.663212368,-1.097078064,2.675480043,2.19e-10,0.99157171,0.008428289,"ENSG00000049246",8863
"PEX1","7",24,92116770,92157749,3852,1.29e-05,3.29e-05,3.55e-06,153,369,17,148.9885064,367.1288474,49.1341671,-0.203741658,-0.047766943,4.541140401,3.97e-05,0.999959587,7.15e-07,"ENSG00000127980",5189
"PEX10","1",6,2337204,2343941,1041,7.7e-06,1.57e-05,9.61e-07,72,153,5,67.65086469,139.8022747,11.27719227,-0.327805458,-0.545955856,1.851631769,0.010463632,0.945302378,0.04423399,"ENSG00000157911",5192
"PEX11A","15",3,90226607,90233863,744,2.52e-06,7.21e-06,7.4e-07,33,79,9,26.4122425,72.67489644,7.9077049,-0.794665998,-0.362903911,-0.384772941,5.94e-07,0.138534341,0.861465065,"ENSG00000166821",8800
