"gene","chr","n_exons","cds_start","cds_end","bp","mu_syn","mu_mis","mu_lof","n_syn","n_mis","n_lof","exp_syn","exp_mis","exp_lof","syn_z","mis_z","lof_z","pLI","pRec","pNull","ensembl_gene_id","entrezgene_id"
"NCOA7","6",15,126136500,126249917,2829,1.01e-05,2.41e-05,2.71e-06,106,304,6,119.1246117,276.1427189,36.28960433,0.745477962,-0.81995252,4.980720169,0.960907672,0.039092322,5.8e-09,"ENSG00000111912",135112
"NCOR1","17",45,15935609,16097883,7323,2.72e-05,7.08e-05,7.14e-06,308,604,9,319.8963226,801.6721775,97.1596578,0.412341242,3.414787096,8.85965087,0.999999999,7.43e-10,7.08e-30,"ENSG00000141027",9611
"NCOR2","12",47,124809947,124979797,7545,5.75e-05,0.000111862,5.9e-06,574,917,7,548.2254974,1055.926161,72.50337694,-0.682433122,2.091140869,7.620338696,0.999999722,2.78e-07,3.19e-22,"ENSG00000196498",9612
"NCS1","9",7,132934942,132988766,573,3.58e-06,6.33e-06,5.92e-07,25,19,0,40.03523159,69.00986533,9.001619156,1.473120789,2.944534213,2.972008221,0.947220876,0.052601383,0.000177741,"ENSG00000107130",23413
"NCSTN","1",17,160313186,160328061,2130,8.53e-06,2.13e-05,2.09e-06,97,200,0,102.1432595,244.2779703,30.53521174,0.315490545,1.385677852,5.473815417,0.999982343,1.77e-05,5.67e-13,"ENSG00000162736",23385
"NDC1","1",18,54233642,54303934,2025,6.88e-06,1.73e-05,1.89e-06,96,195,4,76.17401542,184.1025805,26.15150575,-1.40825294,-0.392834279,4.290863028,0.937525026,0.062474515,4.6e-07,"ENSG00000058804",55706
"NDEL1","17",8,8347589,8370341,1038,4.4e-06,9.54e-06,1.14e-06,47,88,1,52.74362078,110.392995,15.98370854,0.490286803,1.042456523,3.712531943,0.979221293,0.020775139,3.57e-06,"ENSG00000166579",81565
"NDFIP1","5",7,141488539,141524239,666,2.92e-06,6.05e-06,5.15e-07,28,35,0,25.05863446,57.17299907,7.826647249,-0.364267526,1.434317948,2.771261869,0.920196503,0.079299897,0.0005036,"ENSG00000131507",80762
"NDRG3","20",15,35281922,35350138,1128,4.11e-06,9.9e-06,1.32e-06,49,104,3,52.23522395,116.7608547,21.01698043,0.277505474,0.577629113,3.893019702,0.919621044,0.080374641,4.32e-06,"ENSG00000101079",57446
"NDST1","5",14,149900816,149932894,2649,1.67e-05,3.4e-05,2.28e-06,185,234,3,193.5264939,387.3020656,31.30355169,0.379970657,3.810128635,5.01110878,0.998138372,0.001861628,3.99e-10,"ENSG00000070614",3340
"NDUFS2","1",14,161172175,161183983,1392,5.4e-06,1.52e-05,1.95e-06,72,117,2,62.31922063,166.7721284,26.36921389,-0.760236704,1.885127173,4.700917834,0.997735395,0.002264602,3.18e-09,"ENSG00000158864",4720
"NEDD4L","18",31,55711892,56063501,2928,1.41e-05,3.13e-05,3.54e-06,142,178,3,142.9853973,303.7852852,42.06255325,0.051087678,3.52990448,5.966264491,0.999966646,3.34e-05,2.21e-14,"ENSG00000049759",23327
"NEGR1","1",7,71873128,72748177,1065,4.97e-06,1.04e-05,9.78e-07,53,90,1,58.12073268,118.5628688,13.63296844,0.416404884,1.283052277,3.389221,0.951349395,0.048621098,2.95e-05,"ENSG00000172260",257194
"NELL2","12",21,44902716,45270508,2601,1e-05,2.52e-05,2.72e-06,107,277,3,111.3101743,273.7576519,38.10672804,0.253267493,-0.095848756,5.633512198,0.999853572,0.000146428,8.13e-13,"ENSG00000184613",4753
"NEMF","14",33,50251353,50319471,3231,1.02e-05,2.68e-05,3.86e-06,157,293,10,126.2236488,309.8636345,56.01461523,-1.698231932,0.468577543,6.090245346,0.981706446,0.018293554,1.48e-12,"ENSG00000165525",9147
"NEO1","15",29,73345016,73595037,4386,1.79e-05,4.33e-05,4.08e-06,199,461,7,198.0896442,471.7567935,55.7632771,-0.040100598,0.242236981,6.468572124,0.99985462,0.00014538,1.34e-15,"ENSG00000067141",4756
"NETO1","18",10,70416262,70534526,1602,5.91e-06,1.58e-05,1.64e-06,77,122,3,70.10189577,180.3369281,22.33970356,-0.510756667,2.124797188,4.053225391,0.949402709,0.050595956,1.34e-06,"ENSG00000166342",81832
"NEURL4","17",29,7219441,7232631,4689,2.79e-05,6.25e-05,3.25e-06,299,475,4,314.1909644,691.3576736,47.43499743,0.531298936,4.02473614,6.247122846,0.999976734,2.33e-05,1.86e-15,"ENSG00000215041",84461
"NF1","17",58,29422327,29701173,8520,2.88e-05,7.54e-05,7.39e-06,333,480,14,337.7389945,850.8808593,104.9374645,0.159862116,6.218942435,8.793610816,0.999999846,1.54e-07,1.06e-27,"ENSG00000196712",4763
"NF2","22",16,29999987,30090791,1788,8.3e-06,1.87e-05,1.99e-06,86,119,0,88.01208848,193.0962578,26.60939236,0.132961433,2.608110383,5.109838242,0.999923343,7.67e-05,2.03e-11,"ENSG00000186575",4771
"NFASC","1",28,204913443,204985667,3723,2.32e-05,4.83e-05,3.76e-06,232,409,7,251.95779,513.8012683,50.03480894,0.779467886,2.261442609,6.026615245,0.998762678,0.001237322,2.47e-13,"ENSG00000163531",23114
"NFAT5","16",14,69600204,69729274,4650,1.51e-05,3.7e-05,3.97e-06,183,348,4,174.7203942,420.7479223,49.95722208,-0.388317541,1.734705994,6.440867158,0.999990942,9.06e-06,1.87e-16,"ENSG00000102908",10725
"NFATC1","18",10,77160391,77287577,2793,2.62e-05,4.33e-05,1.8e-06,272,388,3,290.1165703,478.3812737,23.72385829,0.659386256,2.021194024,4.214709125,0.969219888,0.030779726,3.86e-07,"ENSG00000131196",4772
"NFATC2","20",10,50007932,50159038,2778,2.08e-05,3.71e-05,2.31e-06,215,331,2,236.198153,418.3221191,29.33171424,0.855086788,2.088263289,4.999054608,0.999251031,0.000748969,2.14e-10,"ENSG00000101096",4773
"NFATC3","16",10,68119584,68260374,3228,1.18e-05,2.8e-05,2.48e-06,136,338,3,121.3664496,298.4899456,31.1964798,-0.823476921,-1.118561296,5.000710995,0.998062458,0.001937542,4.4e-10,"ENSG00000072736",4775
"NFATC4","14",10,24836260,24846149,2895,1.61e-05,3.53e-05,1.76e-06,161,311,2,171.0882855,375.0536654,21.35002421,0.478142428,1.617759668,4.148318077,0.985383664,0.014616033,3.04e-07,"ENSG00000100968",4776
"NFE2L1","17",5,46128480,46137003,2319,1.05e-05,2.46e-05,1.81e-06,129,217,1,120.0633976,279.1011727,22.46422507,-0.505610953,1.818174638,4.485999104,0.998123949,0.001876041,9.93e-09,"ENSG00000082641",4779
"NFIA","1",12,61547615,61920992,1665,7.89e-06,1.84e-05,1.92e-06,78,84,0,71.97229446,164.1010124,21.90690881,-0.440472863,3.058431681,4.636393143,0.999555166,0.000444832,1.47e-09,"ENSG00000162599",4774
"NFIB","9",11,14088307,14313510,1485,5.59e-06,1.37e-05,1.62e-06,80,67,1,57.36946508,136.624038,18.19592,-1.852267733,2.913479296,3.993265027,0.990809167,0.009190352,4.81e-07,"ENSG00000147862",4781
"NFIL3","9",1,94171627,94173016,1389,5.72e-06,1.27e-05,7.64e-07,70,109,0,65.28044,144.5522636,9.07593306,-0.362125782,1.446344196,2.9842509,0.948599643,0.051234009,0.000166348,"ENSG00000165030",4783
"NFIX","19",9,13106651,13201184,1326,9.15e-06,1.8e-05,9.8e-07,67,54,0,100.1381918,194.8631025,13.31838039,2.052950758,4.935702779,3.615059035,0.989066455,0.010929908,3.64e-06,"ENSG00000008441",4784
"NFKB1","4",23,103446675,103537751,2910,1.21e-05,2.73e-05,2.12e-06,147,200,4,144.3706733,314.2035411,32.69193553,-0.135659455,3.151304478,4.970833283,0.994260375,0.005739624,1.26e-09,"ENSG00000109320",4790
"NFKB2","10",22,104155716,104162133,2703,1.6e-05,3.31e-05,3.12e-06,118,154,3,145.5791095,308.8818184,36.15714923,1.417033169,4.310430905,5.462227281,0.999696458,0.000303542,4.8e-12,"ENSG00000077150",4791
"NFKBIA","14",6,35871218,35873850,954,5.37e-06,1.11e-05,9.07e-07,69,89,0,55.81886981,114.354794,11.59339417,-1.093733732,1.159710106,3.372833601,0.979352026,0.020630641,1.73e-05,"ENSG00000100906",4792
"NFKBIZ","3",12,101568472,101578215,2157,1.15e-05,2.29e-05,1.65e-06,107,192,0,94.32684556,207.5204536,22.30690742,-0.808940094,0.526976931,4.678529804,0.999616951,0.000383048,1.02e-09,"ENSG00000144802",64332
"NGEF","2",14,233744198,233839600,2133,1.24e-05,2.64e-05,1.53e-06,144,218,3,140.8279814,294.3522482,22.3633306,-0.165705967,2.176728785,4.056033884,0.949825525,0.050173168,1.31e-06,"ENSG00000066248",25791
"NHS","X",8,17393880,17750584,4893,2.54e-05,5.54e-05,2.63e-06,125,302,0,158.1156767,367.4414291,21.39766597,1.632660534,1.669840613,4.582188337,0.999461889,0.000538109,2.34e-09,"ENSG00000188158",4810
"NIPBL","5",46,36953798,37064994,8415,2.6e-05,7.08e-05,8.39e-06,316,507,1,304.994143,798.3388253,110.5670717,-0.390687319,5.043372931,10.32183261,1,9.2e-18,1.38e-43,"ENSG00000164190",25836
"NIPSNAP1","22",10,29951923,29977071,855,4.29e-06,9.99e-06,1.28e-06,34,47,1,33.83978353,79.61919587,15.9912945,-0.017074674,1.788054666,3.71353089,0.979278957,0.0207175,3.54e-06,"ENSG00000184117",8508
"NKAP","X",9,119059182,119077568,1248,5.58e-06,1.49e-05,1.66e-06,29,66,0,42.47197368,109.0614964,15.71707114,1.281531762,2.016832879,3.927131886,0.995513908,0.00448568,4.12e-07,"ENSG00000101882",79576
"NKD1","16",10,50582464,50667692,1413,9.07e-06,1.87e-05,1.56e-06,81,166,0,92.31710268,187.1333926,17.79113093,0.730202938,0.755631735,4.178221499,0.997929799,0.002070139,6.24e-08,"ENSG00000140807",85407
"NKRF","X",3,118723314,118737453,2118,7.37e-06,1.98e-05,1.15e-06,47,79,0,57.775834,153.1395183,9.49869437,0.878874919,2.930370188,3.052963706,0.955812168,0.044073795,0.000114037,"ENSG00000186416",55922
"NKTR","3",16,42642498,42687467,4389,1.42e-05,3.89e-05,4.28e-06,176,409,9,162.6417738,435.7137823,53.80372904,-0.649353637,0.625967135,6.050589109,0.99187751,0.00812249,9.99e-13,"ENSG00000114857",4820
"NLGN2","17",7,7311574,7321118,2508,2.14e-05,4.07e-05,1.21e-06,162,136,0,195.6889507,375.0622548,14.38026703,1.492981273,6.037760516,3.756411946,0.9926247,0.007373913,1.39e-06,"ENSG00000169992",57555
"NLGN4X","X",5,5810857,6069507,2451,1.54e-05,2.99e-05,1.39e-06,111,101,1,121.888501,234.6504278,12.69640377,0.611415087,4.26752487,3.251634766,0.932298559,0.067633569,6.79e-05,"ENSG00000146938",57502
"NLK","17",11,26369899,26521662,1584,6.57e-06,1.5e-05,1.54e-06,64,68,0,69.23519365,153.8024584,19.56932682,0.390048365,3.384033856,4.382053458,0.998934347,0.001065641,1.24e-08,"ENSG00000087095",51701
"NMNAT2","1",11,183221775,183387402,924,4.8e-06,1.1e-05,8.33e-07,62,64,1,56.5020564,122.5959003,13.22880025,-0.453437361,2.588485416,3.330529302,0.943848445,0.056109249,4.23e-05,"ENSG00000157064",23057
"NMT1","17",12,43138697,43183007,1491,7.32e-06,1.63e-05,1.66e-06,73,92,1,84.17660657,182.2958402,23.06429662,0.755203124,3.271113873,4.551029336,0.998500521,0.001499474,5.75e-09,"ENSG00000136448",4836
"NNT","5",21,43609297,43704506,3261,1.24e-05,2.9e-05,2.35e-06,165,301,3,148.7751472,334.7934137,35.10685123,-0.824643803,0.903358069,5.367739838,0.999550477,0.000449523,1.25e-11,"ENSG00000112992",23530
"NODAL","10",3,72192691,72201423,1044,5.63e-06,1.21e-05,7.5e-07,45,102,0,54.58628374,120.5003486,9.001283737,0.804373635,0.824330113,2.971952918,0.947214574,0.052607632,0.000177794,"ENSG00000156574",4838
"NOL4","18",11,31432805,31803217,1917,9.06e-06,2.06e-05,2.07e-06,100,153,2,107.268401,238.0091458,28.044466,0.435063208,2.69516327,4.871711851,0.998788438,0.001211561,6.92e-10,"ENSG00000101746",8715
"NOL6","9",26,33462661,33473840,3441,1.62e-05,4.16e-05,2.94e-06,183,442,5,183.4595631,456.3073865,42.00359963,0.021035807,0.327603412,5.65575298,0.999078032,0.000921968,2.94e-12,"ENSG00000165271",65083
"NONO","X",10,70510487,70519926,1416,4.57e-06,1.61e-05,1.82e-06,30,30,0,33.23893026,109.4294129,14.91177507,0.348279187,3.713904469,3.825202551,0.9939465,0.006052644,8.56e-07,"ENSG00000147140",4841
"NOP56","20",12,2633306,2638940,1785,8.05e-06,1.89e-05,1.75e-06,95,198,3,92.91616255,214.8968116,24.11087275,-0.134019568,0.563775113,4.258821472,0.97325682,0.026742908,2.73e-07,"ENSG00000101361",10528
"NOS1","12",29,117653113,117768874,4407,2.39e-05,5.14e-05,3.85e-06,288,390,8,275.0623794,577.8055605,54.30107988,-0.48360142,3.821502152,6.224099973,0.998694761,0.001305239,5.69e-14,"ENSG00000089250",4842
"NOTCH1","9",34,139390522,139440238,7668,6.82e-05,0.000117371,5.2e-06,679,827,2,664.4054172,1135.785344,60.85674087,-0.3510145,4.481512213,7.47362945,0.999999994,5.68e-09,7.22e-23,"ENSG00000148400",4851
"NOTCH2","1",34,120457928,120612020,7416,2.86e-05,7.33e-05,5.02e-06,333,608,4,331.4344114,830.9779725,69.2134206,-0.053312797,3.783412782,7.764822246,0.999999993,6.75e-09,4.5e-24,"ENSG00000134250",4853
"NOVA1","14",5,26917164,27066642,1524,5.9e-06,1.36e-05,8.77e-07,82,85,0,61.56088793,143.6865779,11.38600687,-1.614949748,2.394678995,3.342531227,0.977721706,0.022257392,2.09e-05,"ENSG00000139910",4857
"NPAS1","19",11,47524304,47548909,1773,1.58e-05,2.84e-05,9.85e-07,111,155,1,133.8593495,237.2137575,12.08997778,1.224864714,2.610905704,3.159421709,0.916472527,0.083411547,0.000115926,"ENSG00000130751",4861
"NPAS2","2",20,101521216,101612044,2475,1.35e-05,2.69e-05,2.45e-06,146,220,5,158.3185341,308.7280969,35.85652584,0.606933997,2.469957777,5.104493133,0.990888562,0.009111438,7.9e-10,"ENSG00000170485",4862
"NPAS3","14",12,33408522,34270315,2802,2.4e-05,4.1e-05,2.05e-06,172,214,3,228.2685015,394.660556,24.98206129,2.308828966,4.448033319,4.356562761,0.98054867,0.019451206,1.24e-07,"ENSG00000151322",64067
"NPEPPS","17",23,45608666,45699286,2760,1.04e-05,2.66e-05,2.61e-06,66,90,1,96.64329172,240.198502,30.47107364,1.932408784,4.740202673,5.288612651,0.99990592,9.41e-05,6.76e-12,"ENSG00000141279",9520
"NPLOC4","17",17,79526284,79603956,1827,1.05e-05,2.09e-05,1.91e-06,109,109,1,103.6251793,202.8394381,23.44129217,-0.327324942,3.222741765,4.591417227,0.998697458,0.001302538,4.08e-09,"ENSG00000182446",55666
"NPM1","5",11,170814952,170837569,885,3.07e-06,7.27e-06,8.93e-07,53,48,1,37.81587891,83.22665881,14.11447301,-1.53074189,1.888672847,3.457866023,0.959043977,0.040936839,1.92e-05,"ENSG00000181163",4869
"NPR2","9",22,35792405,35809442,3144,1.34e-05,3.7e-05,3.15e-06,152,250,7,161.413609,428.5791824,44.91406975,0.459340944,4.219216296,5.604009722,0.991660782,0.008339218,2.6e-11,"ENSG00000159899",4882
"NPTN","15",8,73854250,73925556,1197,7.04e-06,1.43e-05,8.99e-07,55,82,0,80.96619381,162.8585696,13.28190033,1.788981474,3.099112404,3.610104687,0.988917853,0.011078388,3.76e-06,"ENSG00000156642",27020
"NR1D1","17",8,38249335,38256347,1845,9.85e-06,2.3e-05,1.29e-06,121,189,2,113.9690849,261.884218,17.75153065,-0.408288175,2.202902047,3.703347797,0.946085418,0.053906843,7.74e-06,"ENSG00000126368",9572
"NR2C1","12",13,95416004,95461160,1812,6.05e-06,1.5e-05,1.81e-06,65,161,3,71.3052199,169.2198179,25.2442152,0.462901976,0.309066644,4.385567664,0.982333197,0.017666705,9.8e-08,"ENSG00000120798",7181
"NR2C2","3",14,15045421,15084515,1848,7.76e-06,1.98e-05,1.25e-06,97,118,1,91.45506758,224.6979581,19.40834638,-0.359452628,3.48155403,4.13914076,0.994140346,0.005859494,1.6e-07,"ENSG00000177463",7182
"NR2E1","6",9,108487969,108508667,1158,7.42e-06,1.48e-05,9.3e-07,56,69,0,81.0717092,160.6073532,13.70032548,1.726230354,3.535609242,3.666529697,0.990508625,0.009488803,2.57e-06,"ENSG00000112333",7101
"NR2F2","15",3,96875334,96880851,1245,1.16e-05,2.06e-05,6.33e-07,82,41,0,121.5100545,214.096624,7.703117617,2.222037263,5.786288947,2.749305293,0.91670423,0.082734324,0.000561446,"ENSG00000185551",7026
"NR3C2","4",8,149002494,149358012,2955,1.28e-05,2.74e-05,2.39e-06,135,246,5,147.2969521,312.5134105,30.03971607,0.62813325,1.840311489,4.525548314,0.925088553,0.0749113,1.48e-07,"ENSG00000151623",4306
"NR4A1","12",7,52435676,52452728,1836,1.04e-05,2.18e-05,1.08e-06,116,192,1,115.0820776,238.8929781,14.14549794,-0.053044572,1.483961945,3.46224329,0.959497621,0.040483722,1.87e-05,"ENSG00000123358",3164
"NR4A2","2",6,157182255,157186698,1797,1.14e-05,2.25e-05,1.05e-06,98,144,0,127.521923,247.4103361,13.97665026,1.620695304,3.21566908,3.703319976,0.991432866,0.008565133,2e-06,"ENSG00000153234",4929
"NR5A1","9",6,127245036,127265674,1386,1.02e-05,1.92e-05,7.71e-07,97,100,0,95.98631721,178.5120606,9.017770488,-0.064142464,2.874214742,2.974673264,0.947523498,0.052301301,0.000175201,"ENSG00000136931",2516
"NR5A2","1",8,199996975,200143338,1626,6.59e-06,1.58e-05,1.78e-06,96,133,3,75.17965349,177.0563396,22.93473977,-1.488631982,1.619455,4.123380243,0.959085111,0.040914105,7.84e-07,"ENSG00000116833",2494
"NR6A1","9",10,127284983,127533398,1443,7.48e-06,1.63e-05,1.39e-06,68,114,1,67.67433968,157.422583,18.68015104,-0.024541541,1.692773389,4.052149154,0.992320028,0.007679662,3.1e-07,"ENSG00000148200",2649
"NRAS","1",4,115251155,115258781,570,2.16e-06,5e-06,5.2e-07,26,27,0,26.188493,58.2806236,7.56965672,0.02283403,2.004147948,2.725384574,0.912772901,0.086595787,0.000631312,"ENSG00000213281",4893
"NRBP1","2",17,27656140,27664679,1608,6.19e-06,1.48e-05,1.71e-06,67,75,1,76.84392221,173.7854082,26.27651082,0.696166081,3.665241475,4.884532343,0.999548511,0.000451489,3.08e-10,"ENSG00000115216",29959
"NRF1","7",10,129297191,129395021,1512,7.78e-06,1.72e-05,1.13e-06,79,47,0,90.49531978,195.425546,16.7703374,0.749130394,5.19319088,4.056585432,0.996970243,0.003029599,1.58e-07,"ENSG00000106459",4899
"NRG1","8",13,32406244,32621920,1938,8.95e-06,2.11e-05,1.57e-06,94,221,3,101.9348652,235.4135769,22.25174164,0.487224898,0.459486918,4.042757173,0.947798762,0.052199794,1.44e-06,"ENSG00000157168",3084
"NRG2","5",10,139227501,139422654,2553,2.53e-05,4.52e-05,1.79e-06,117,166,1,162.1132722,312.2319044,19.91906605,2.196568113,4.047808511,4.19908736,0.995154288,0.004845611,1.01e-07,"ENSG00000158458",9542
"NRIP1","21",1,16337036,16340513,3477,1.11e-05,2.71e-05,1.58e-06,168,403,1,126.5014,307.4815667,18.30463479,-2.287364182,-2.664366515,4.00656002,0.991172158,0.008827406,4.36e-07,"ENSG00000180530",8204
"NRP1","10",17,33469003,33623310,2772,1.3e-05,2.88e-05,2.4e-06,146,293,4,145.185143,319.7782631,33.68635415,-0.041926899,0.732444863,5.066633839,0.996035953,0.003964046,5.1e-10,"ENSG00000099250",8829
"NRXN1","2",23,50149081,51255411,4644,2.58e-05,5.38e-05,3.75e-06,292,398,4,260.4447818,541.7231082,45.32271367,-1.212167324,3.020329748,6.080238129,0.999948738,5.13e-05,1.28e-14,"ENSG00000179915",9378
"NRXN2","11",22,64374667,64481171,5139,4.27e-05,8.11e-05,3.57e-06,294,391,4,361.1860564,706.9285404,43.4200695,2.191610098,5.811891591,5.926002155,0.999895574,0.000104426,7.22e-14,"ENSG00000110076",9379
"NRXN3","14",15,79117567,80328307,3186,1.55e-05,3.73e-05,2.07e-06,166,256,1,178.1820642,422.2339391,29.32352475,0.565769567,3.95694037,5.181182962,0.999855501,0.000144499,1.92e-11,"ENSG00000021645",9369
"NSD1","5",22,176562104,176722460,8091,2.8e-05,7.34e-05,5.88e-06,345,693,4,323.7855166,833.7357955,74.84725873,-0.730892627,2.384003367,8.111941362,0.999999999,8.21e-10,2.66e-26,"ENSG00000165671",64324
"NSDHL","X",7,152014868,152037660,1122,5.05e-06,1.13e-05,7.96e-07,49,85,0,41.48373114,90.14422901,8.666645977,-0.723457433,0.265013414,2.916186007,0.940558049,0.05920248,0.00023947,"ENSG00000147383",50814
"NSUN2","5",19,6600038,6633092,2304,1.09e-05,2.48e-05,2.24e-06,111,266,5,119.7938565,262.8037732,31.94783177,0.498096661,-0.096434974,4.72272709,0.961845836,0.038154137,2.7e-08,"ENSG00000037474",54888
"NTN4","12",10,96052861,96184087,1887,8.31e-06,1.97e-05,1.85e-06,94,178,2,91.38008941,215.4786308,23.95239719,-0.169906522,1.24881399,4.44321374,0.994426785,0.005573186,2.86e-08,"ENSG00000074527",59277
"NTRK2","9",18,87285663,87636352,2517,1.29e-05,2.66e-05,2.05e-06,136,145,1,148.8089205,298.7020914,30.13145966,0.650948807,4.349878325,5.25704715,0.99989318,0.00010682,9.21e-12,"ENSG00000148053",4915
"NTRK3","15",18,88420165,88799384,2520,1.22e-05,2.82e-05,2.1e-06,160,232,4,138.6442519,312.7926184,29.12265164,-1.124377883,2.234394153,4.611473209,0.978536238,0.02146373,3.2e-08,"ENSG00000140538",4916
"NUCKS1","1",7,205687407,205719101,732,2.94e-06,6.87e-06,7.76e-07,35,40,0,35.88312678,79.87466893,11.57833092,0.091396378,2.18227262,3.370642206,0.979237658,0.020744772,1.76e-05,"ENSG00000069275",64710
"NUDT21","16",7,56466623,56485114,684,2.63e-06,6.71e-06,5.42e-07,35,7,0,32.5790504,78.78616332,9.00564413,-0.262945734,3.955780866,2.972672602,0.947296446,0.05252645,0.000177105,"ENSG00000167005",11051
"NUFIP2","17",4,27591556,27621077,2088,7.15e-06,1.71e-05,1.12e-06,108,209,0,82.62127757,195.2891679,14.19040267,-1.730904887,-0.479888267,3.731530637,0.99208608,0.007912272,1.65e-06,"ENSG00000108256",57532
"NUMA1","11",25,71714572,71746989,6348,2.58e-05,7.1e-05,5.33e-06,309,703,7,297.4065377,802.3192889,69.83024374,-0.416762654,1.715048817,7.447948688,0.999999245,7.55e-07,3.64e-21,"ENSG00000137497",4926
"NUP153","6",22,17616327,17706618,4428,1.5e-05,3.61e-05,2.96e-06,202,522,2,178.6171944,416.5418246,42.45193963,-1.084636758,-2.527362485,6.150072745,0.999994457,5.54e-06,1.38e-15,"ENSG00000124789",9972
"NUP155","5",35,37292001,37371079,4176,1.41e-05,3.62e-05,4.05e-06,192,424,10,169.5243853,412.1406149,57.81740416,-1.070149918,-0.28573042,6.229402745,0.990594276,0.009405724,2.9e-13,"ENSG00000113569",9631
"NUP188","9",44,131709998,131768957,5250,2.12e-05,5.25e-05,4.71e-06,275,585,13,249.3606692,598.5537841,70.18693809,-1.006564489,0.270972951,6.761738518,0.987079307,0.012920693,5.23e-15,"ENSG00000095319",23511
"NUP205","7",43,135242692,135333304,6039,2.05e-05,5.52e-05,5.66e-06,269,595,10,249.4463599,639.9617806,81.83483878,-0.767516167,0.869326846,7.866031677,0.999998808,1.19e-06,9.19e-23,"ENSG00000155561",23165
"NUP214","9",36,134001091,134108874,6273,2.64e-05,5.64e-05,4.35e-06,333,721,11,310.2501568,645.0752121,63.36788558,-0.800702246,-1.462160138,6.516585881,0.993841693,0.006158307,2.08e-14,"ENSG00000126883",8021
"NUP54","4",12,77036518,77069527,1524,5.56e-06,1.27e-05,1.67e-06,48,116,3,62.59833326,140.0747592,23.00980749,1.143855812,0.994945196,4.132150895,0.96017275,0.039826517,7.33e-07,"ENSG00000138750",53371
"NUP85","17",19,73201856,73231774,1971,8.75e-06,2.09e-05,2.29e-06,112,215,2,104.65167,238.3405313,32.64090431,-0.445310773,0.739482137,5.312637467,0.999782632,0.000217368,1.05e-11,"ENSG00000125450",79902
